individualid,originalid,Traitname,originaltraitdef,standardisedtraitname,standardisedtraitdef,Trait,originaltraitunit,originalerrorpos,originalerrorneg,originalerrorunit,standardisedtraitvalue,standardisedtraitunit,standardisederrorpos,standardisederrorneg,standardisederrorunit,replicates,habitat,labfield,arenavalue,arenaunit,arenavaluesi,arenaunitsi,ambienttemp,ambienttempmethod,ambienttempunit,ambientlight,ambientlightunit,secondstressor,secondstressordef,secondstressorvalue,secondstressorunit,timestart,timeend,totalobstimevalue,totalobstimeunit,totalobstimevaluesi,totalobstimeunitsi,totalobstimenotes,resrepvalue,resrepunit,resrepvaluesi,resrepunitsi,locationtext,locationtype,originallocationdate,locationdate,locationdateprecision,coordinatetype,latitude,longitude,interactor1,interactor1common,interactor1wholepart,interactor1wholeparttype,interactor1number,interactor1kingdom,interactor1phylum,interactor1class,interactor1order,interactor1family,interactor1genus,interactor1species,interactor1stage,interactor1sex,Temp,interactor1tempunit,interactor1tempmethod,interactor1growthtemp,interactor1growthtempunit,interactor1growthdur,interactor1growthdurunit,interactor1growthtype,interactor1acc,interactor1acctemp,interactor1acctempnotes,interactor1acctime,interactor1acctimenotes,interactor1acctimeunit,interactor1origtemp,interactor1origtempnotes,interactor1origtime,interactor1origtimenotes,interactor1origtimeunit,interactor1equilibtimevalue,interactor1equilibtimeunit,interactor1size,interactor1sizeunit,interactor1sizetype,interactor1sizesi,interactor1sizeunitsi,interactor1denvalue,interactor1denunit,interactor1dentypesi,interactor1denvaluesi,interactor1denunitsi,interactor1massvaluesi,interactor1massunitsi,interactor2common,interactor2kingdom,interactor2phylum,interactor2class,interactor2order,interactor2family,interactor2genus,interactor2species,interactor2stage,interactor2sex,interactor2temp,interactor2tempunit,interactor2tempmethod,interactor2growthtemp,interactor2growthtempunit,interactor2growthdur,interactor2growthdurunit,interactor2growthtype,interactor2acc,interactor2acctemp,interactor2acctempnotes,interactor2acctime,interactor2acctimenotes,interactor2acctimeunit,interactor2origtemp,interactor2origtempnotes,interactor2origtime,interactor2origtimenotes,interactor2origtimeunit,interactor2equilibtimevalue,interactor2equilibtimeunit,interactor2size,interactor2sizeunit,interactor2sizetype,interactor2sizesi,interactor2sizeunitsi,interactor2denvalue,interactor2denunit,interactor2dentypesi,interactor2denvaluesi,interactor2denunitsi,interactor2massvaluesi,interactor2massunitsi,physicalprocess,physicalprocess_1,physicalprocess_2,figuretable,citation,doi,curatedbycitation,curatedbydoi,submittedby,contributoremail,notes,published,embargorelease,curve_ID
PHX449,NA,development time,individual-level duration of life stage,NA,NA,6,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,32,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX450,NA,development time,individual-level duration of life stage,NA,NA,9,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,26,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX451,NA,development time,individual-level duration of life stage,NA,NA,6,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,32,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX452,NA,development time,individual-level duration of life stage,NA,NA,6,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,32,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX453,NA,development time,individual-level duration of life stage,NA,NA,13,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,22,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX454,NA,development time,individual-level duration of life stage,NA,NA,5,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,32,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX455,NA,development time,individual-level duration of life stage,NA,NA,10,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,26,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX456,NA,development time,individual-level duration of life stage,NA,NA,13,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,22,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX457,NA,development time,individual-level duration of life stage,NA,NA,6,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,32,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX458,NA,development time,individual-level duration of life stage,NA,NA,6,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,32,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX459,NA,development time,individual-level duration of life stage,NA,NA,13,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,22,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX460,NA,development time,individual-level duration of life stage,NA,NA,6,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,32,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX461,NA,development time,individual-level duration of life stage,NA,NA,6,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,32,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX462,NA,development time,individual-level duration of life stage,NA,NA,9,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,26,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX463,NA,development time,individual-level duration of life stage,NA,NA,6,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,32,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX464,NA,development time,individual-level duration of life stage,NA,NA,5,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,32,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX465,NA,development time,individual-level duration of life stage,NA,NA,6,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,32,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX466,NA,development time,individual-level duration of life stage,NA,NA,6,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,32,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
PHX467,NA,development time,individual-level duration of life stage,NA,NA,6,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,resource supply,food quantity supplied at a constant rate,1,mg individual-1 day-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Myers Florida,colony (F16-19),NA,NA,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,32,Celsius,NA,26,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,NA,NA,Paul Huxley,phuxly@gmail.com,NA,NA,NA,17
